NO;REFERRAL_RETURNED;POS_OFFERED;VAC_LOCATION;HIRED_DATE;SERIES
2903;09/04/2007;09/04/2007;Lubbock, TX;15/04/2007 00.00;1176M
2904;10/04/2007;10/04/2007;Kansas City Metro Area, MO;15/04/2007 00.00;1101V
2905;10/04/2007;10/04/2007;Kansas City Metro Area, MO;15/04/2007 00.00;1101V
2906;10/04/2007;10/04/2007;Kansas City Metro Area, MO;15/04/2007 00.00;1102G
2907;10/04/2007;10/04/2007;Kansas City Metro Area, MO;15/04/2007 00.00;1102G
2908;10/04/2007;10/04/2007;Kansas City Metro Area, MO;15/04/2007 00.00;1102G
2909;11/04/2007;11/04/2007;Washington DC Metro Area, DC;15/04/2007 00.00;0343B
2910;11/04/2007;11/04/2007;Kansas City Metro Area, MO;15/04/2007 00.00;0510A
2911;12/04/2007;12/04/2007;Fort Worth, TX;15/04/2007 00.00;1176M
2912;10/04/2007;13/04/2007;New York City, NY;15/04/2007 00.00;1176M
2913;10/04/2007;13/04/2007;New York City, NY;15/04/2007 00.00;1176M
2914;12/04/2007;13/04/2007;Philadelphia Metro Area, PA;15/04/2007 00.00;0343Q
2915;13/04/2007;13/04/2007;Kansas City Metro Area, MO;15/04/2007 00.00;1176B
2916;13/04/2007;13/04/2007;Washington DC Metro Area, DC;15/04/2007 00.00;0343A
2917;11/04/2007;16/04/2007;Fort Worth, TX;15/04/2007 00.00;1102G
2918;23/01/2006;24/01/2007;Washington DC Metro Area, DC;16/04/2007 00.00;1176Z
2919;23/01/2006;24/01/2007;Washington DC Metro Area, DC;16/04/2007 00.00;1176Z
2920;23/01/2007;24/01/2007;Washington DC Metro Area, DC;16/04/2007 00.00;1176Z
2921;23/01/2007;24/01/2007;Washington DC Metro Area, DC;16/04/2007 00.00;1176Z
2922;15/02/2007;15/02/2007;Arlington ,VA;16/04/2007 00.00;2150B
2923;06/03/2007;15/02/2007;Arlington ,VA;16/04/2007 00.00;2150B
2924;30/03/2007;02/04/2007;Arlington;16/04/2007 00.00;2003A
2925;23/03/2007;26/03/2007;Washington DC Metro Area, DC;29/04/2007 00.00;0201B
2926;23/03/2007;26/03/2007;Washington DC Metro Area, DC;29/04/2007 00.00;0201B
2927;30/03/2007;30/03/2007;Washington DC Metro Area, DC;29/04/2007 00.00;0802B
2928;30/03/2007;30/03/2007;Washington DC Metro Area, DC;29/04/2007 00.00;0802B
2929;30/03/2007;30/03/2007;Washington DC Metro Area, DC;29/04/2007 00.00;0201D
2930;30/03/2007;30/03/2007;Washington DC Metro Area, DC;29/04/2007 00.00;0201D
2931;30/03/2007;30/03/2007;Washington DC Metro Area, DC;29/04/2007 00.00;0201D
2932;05/04/2007;05/04/2007;Boston Metro Area, MA;29/04/2007 00.00;0301FC
2933;05/04/2007;05/04/2007;Boston Metro Area, MA;29/04/2007 00.00;0301FC
2934;05/04/2007;05/04/2007;Boston Metro Area, MA;29/04/2007 00.00;0301FC
2935;05/04/2007;05/04/2007;Boston Metro Area, MA;29/04/2007 00.00;0301FC
2936;05/04/2007;05/04/2007;San Francisco County, CA;29/04/2007 00.00;1176Z
2937;05/04/2007;06/04/2007;Kansas City Metro Area, MO;29/04/2007 00.00;0343A
2938;05/04/2007;06/04/2007;Kansas City Metro Area, MO;29/04/2007 00.00;0343A
2939;10/04/2007;10/04/2007;Washington DC Metro Area, DC;29/04/2007 00.00;0802B
2940;10/04/2007;10/04/2007;Washington DC Metro Area, DC;29/04/2007 00.00;0501E
2941;10/04/2007;10/04/2007;Washington DC Metro Area, DC;29/04/2007 00.00;2210I
2942;18/04/2007;10/04/2007;Washington DC Metro Area, DC;29/04/2007 00.00;0501E
2943;17/04/2007;17/04/2007;Atlanta, GA;29/04/2007 00.00;0511A
2944;17/04/2007;17/04/2007;Site to be determined after selection is made., US;29/04/2007 00.00;0301DS
2945;17/04/2007;17/04/2007;Washington DC Metro Area, DC;29/04/2007 00.00;0343AN
2946;17/04/2007;17/04/2007;Washington DC Metro Area, DC;29/04/2007 00.00;0301EQ
2947;18/04/2007;18/04/2007;Washington DC Metro Area, DC;29/04/2007 00.00;1170D
2948;19/04/2007;19/04/2007;Washington DC Metro Area, DC;29/04/2007 00.00;0301EQ
2949;20/04/2007;20/04/2007;Site to be determined after selection is made., US;29/04/2007 00.00;1170E
2950;21/05/2007;20/04/2007;Site to be determined after selection is made., US;29/04/2007 00.00;1170E
2951;25/04/2007;25/04/2007;Philadelphia Metro Area, PA;29/04/2007 00.00;0511A
2952;26/04/2007;26/04/2007;Washington DC Metro Area, DC;29/04/2007 00.00;0560A
2953;26/04/2007;26/04/2007;Philadelphia, PA or Washtington, DC Metro Area;29/04/2007 00.00;0340H
2954;27/04/2007;27/04/2007;Washington DC Metro Area, DC;29/04/2007 00.00;0343AE
2955;27/04/2007;27/04/2007;Kansas City Metro Area, MO;29/04/2007 00.00;0343C
2956;15/02/2007;21/02/2007;Washington DC Metro Area, DC;30/04/2007 00.00;1176M
2957;15/02/2007;21/02/2007;Washington DC Metro Area, DC;30/04/2007 00.00;1176M
2958;26/03/2007;26/03/2007;Kansas City Metro Area, MO;30/04/2007 00.00;0802J
2959;04/04/2007;05/04/2007;St Louis Metro Area, MO;30/04/2007 00.00;1101CU
2960;17/04/2007;17/04/2007;Arlington, VA;30/04/2007 00.00;0301FI
2961;19/04/2007;24/04/2007;Arlington, VA;30/04/2007 00.00;0343EN
2962;25/04/2007;26/04/2007;Arlington;30/04/2007 00.00;0301Y
2963;30/03/2007;03/04/2007;Washington DC Metro Area, DC;13/05/2007 00.00;0080K
2964;30/03/2007;03/04/2007;Washington DC Metro Area, DC;13/05/2007 00.00;0080K
2965;30/03/2007;03/04/2007;Washington DC Metro Area, DC;13/05/2007 00.00;0080K
2966;30/03/2007;03/04/2007;Washington DC Metro Area, DC;13/05/2007 00.00;0080K
2967;30/03/2007;03/04/2007;Washington DC Metro Area, DC;13/05/2007 00.00;0080K
2968;30/03/2007;03/04/2007;Washington DC Metro Area, DC;13/05/2007 00.00;0080K
2969;04/04/2007;04/04/2007;New York City, NY;13/05/2007 00.00;1102F
2970;04/04/2007;04/04/2007;New York City, NY;13/05/2007 00.00;1102F
2971;06/04/2007;09/04/2007;Chicago Metro Area, IL;13/05/2007 00.00;0343AS
2972;10/04/2007;20/04/2007;Washington DC Metro Area, DC;13/05/2007 00.00;0501E
2973;18/04/2007;20/04/2007;Washington DC Metro Area, DC;13/05/2007 00.00;0501E
2974;20/04/2007;20/04/2007;New York City, NY;13/05/2007 00.00;0301AB
2975;01/05/2007;24/04/2007;Washington DC Metro Area, DC;13/05/2007 00.00;560
2976;26/04/2007;26/04/2007;St Louis Metro Area, MO;13/05/2007 00.00;1176C
2977;30/04/2007;30/04/2007;San Francisco County, CA;13/05/2007 00.00;0511A
2978;09/03/2007;02/05/2007;Chicago Metro Area, IL;13/05/2007 00.00;0301T
2979;27/04/2007;02/05/2007;Chicago Metro Area, IL;13/05/2007 00.00;0301T
2980;15/02/2007;03/05/2007;Kansas City Metro Area, MO;13/05/2007 00.00;0525B
2981;15/02/2007;03/05/2007;Kansas City Metro Area, MO;13/05/2007 00.00;0525B
2982;15/02/2007;03/05/2007;Kansas City Metro Area, MO;13/05/2007 00.00;0525B
2983;02/05/2007;03/05/2007;Kansas City Metro Area, MO;13/05/2007 00.00;0525B
2984;02/05/2007;03/05/2007;Kansas City Metro Area, MO;13/05/2007 00.00;0525B
2985;02/05/2007;03/05/2007;Kansas City Metro Area, MO;13/05/2007 00.00;0525B
2986;27/03/2007;07/05/2007;Washington DC Metro Area, DC;13/05/2007 00.00;560
2987;08/05/2007;09/05/2007;New York City, NY;13/05/2007 00.00;1102Z
2988;11/05/2007;11/05/2007;New York City, NY;13/05/2007 00.00;1008A
2989;15/02/2007;20/02/2007;Washington DC Metro Area, DC;14/05/2007 00.00;1101E
2990;28/02/2007;28/02/2007;Chicago Metro Area, IL;14/05/2007 00.00;0808B
2991;15/03/2007;19/03/2007;Cincinnati Metro Area, OH;14/05/2007 00.00;0802A
2992;15/03/2007;19/03/2007;Cincinnati Metro Area, OH;14/05/2007 00.00;0802A
2993;14/04/2007;19/03/2007;Cincinnati Metro Area, OH;14/05/2007 00.00;0802A
2994;14/04/2007;19/03/2007;Cincinnati Metro Area, OH;14/05/2007 00.00;0802A
2995;23/04/2007;23/04/2007;Washington DC Metro Area, DC;14/05/2007 00.00;2210W
2996;16/05/2007;21/05/2007;Chicago Metro Area, IL;25/05/2007 00.00;0808A
2997;29/03/2007;02/04/2007;Auburn, WA;27/05/2007 00.00;0501B
2998;05/04/2007;10/04/2007;Washington DC Metro Area, DC;27/05/2007 00.00;343
2999;12/04/2007;12/04/2007;Syracuse,  NY;27/05/2007 00.00;0301P
3000;12/04/2007;12/04/2007;Syracuse,  NY;27/05/2007 00.00;0301P
3001;18/04/2007;20/04/2007;Washington DC Metro Area, DC;27/05/2007 00.00;0343A
3002;25/04/2007;25/04/2007;Washington DC Metro Area, DC;27/05/2007 00.00;0800C
3003;25/04/2007;25/04/2007;Washington DC Metro Area, DC;27/05/2007 00.00;0800C
3004;25/04/2007;25/04/2007;Washington DC Metro Area, DC;27/05/2007 00.00;0800C
3005;19/04/2007;26/04/2007;Fairfax;27/05/2007 00.00;0510A
3006;15/05/2007;05/05/2007;Site to be determined after selection is made., US;27/05/2007 00.00;0301G
3007;07/05/2007;07/05/2007;Washington DC Metro Area, DC;27/05/2007 00.00;2210F
3008;27/03/2007;08/05/2007;Washington DC Metro Area, DC;27/05/2007 00.00;560
3009;03/05/2007;08/05/2007;Camden & Burlington Counties, NJ;27/05/2007 00.00;2003A
3010;03/05/2007;08/05/2007;Camden & Burlington Counties, NJ;27/05/2007 00.00;2003A
3011;07/05/2007;08/05/2007;Washington DC Metro Area, DC;27/05/2007 00.00;560
3012;07/05/2007;08/05/2007;Washington DC Metro Area, DC;27/05/2007 00.00;560
3013;08/05/2007;08/05/2007;Washington DC Metro Area, DC;27/05/2007 00.00;0343Q
3014;11/05/2007;11/05/2007;Arlington, VA;27/05/2007 00.00;0343N
3015;11/05/2007;11/05/2007;Arlington, VA;27/05/2007 00.00;0343N
3016;14/05/2007;15/05/2007;Denver [Includes Lakewood], CO;27/05/2007 00.00;560
3017;11/05/2007;16/05/2007;Washington DC Metro Area, DC;27/05/2007 00.00;343
3018;11/05/2007;16/05/2007;Washington DC Metro Area, DC;27/05/2007 00.00;343
3019;15/05/2007;16/05/2007;St Louis Metro Area, MO;27/05/2007 00.00;1101K
3020;16/05/2007;16/05/2007;Washington DC Metro Area, DC;27/05/2007 00.00;2210AK
3021;21/05/2007;21/05/2007;Boston Metro Area, MA;27/05/2007 00.00;0343C
3022;21/05/2007;21/05/2007;Fort Worth, TX;27/05/2007 00.00;0301AZ
3023;21/05/2007;21/05/2007;Washington DC Metro Area;27/05/2007 00.00;2210AA
3024;18/05/2007;23/05/2007;Fort Worth, TX;27/05/2007 00.00;1171A
3025;22/05/2007;23/05/2007;San Joaquin County [includes Stockton & Tracy], CA;27/05/2007 00.00;1105B
3026;21/05/2007;24/05/2007;Arlington, VA;27/05/2007 00.00;2101A
3027;24/05/2007;24/05/2007;Chicago Metro Area, IL;27/05/2007 00.00;2210AJ
3028;24/05/2007;24/05/2007;Dayton Metro Area [Includes Wright-Patterson AFB OH], OH;27/05/2007 00.00;2210AJ
3029;24/05/2007;24/05/2007;East St Louis, IL;27/05/2007 00.00;2210AJ
3030;25/05/2007;25/05/2007;New York City, NY;27/05/2007 00.00;2150A
3031;06/06/2007;07/06/2007;Washington DC Metro Area, DC;27/05/2007 00.00;0809A
3032;15/02/2007;20/02/2007;Washington DC Metro Area, DC;29/05/2007 00.00;1101E
3033;28/03/2007;29/03/2007;Manchester, NH;29/05/2007 00.00;1176Z
3034;28/03/2007;29/03/2007;Manchester, NH;29/05/2007 00.00;1176Z
3035;09/02/2006;19/03/2007;Washington DC Metro Area, DC;10/06/2007 00.00;0343P
3036;15/03/2007;19/03/2007;Washington DC Metro Area, DC;10/06/2007 00.00;0343P
3037;04/04/2007;09/04/2007;Denver [Includes Lakewood], CO;10/06/2007 00.00;1102F
3038;04/04/2007;09/04/2007;Denver [Includes Lakewood], CO;10/06/2007 00.00;1102F
3039;04/04/2007;09/04/2007;Denver [Includes Lakewood], CO;10/06/2007 00.00;1102F
3040;04/04/2007;09/04/2007;Denver [Includes Lakewood], CO;10/06/2007 00.00;1102F
3041;12/04/2007;16/04/2007;Spokane;10/06/2007 00.00;1176M
3042;30/04/2007;02/05/2007;El Paso [including Fort Bliss], TX;10/06/2007 00.00;1176M
3043;10/05/2007;11/05/2007;Minneapolis, MN;10/06/2007 00.00;560
3044;09/05/2007;14/05/2007;Seattle, WA;10/06/2007 00.00;1101B
3045;15/05/2007;15/05/2007;Washington DC Metro Area, DC;10/06/2007 00.00;2210H
3046;16/05/2007;21/05/2007;Washington DC Metro Area, DC;10/06/2007 00.00;1082A
3047;21/05/2007;21/05/2007;Arlington , Virginia;10/06/2007 00.00;0201A
3048;21/05/2007;21/05/2007;Washington DC Metro Area, DC;10/06/2007 00.00;1082A
3049;20/04/2007;25/05/2007;Site to be determined after selection is made., US;10/06/2007 00.00;1170E
3050;21/05/2007;25/05/2007;Site to be determined after selection is made., US;10/06/2007 00.00;1170E
3051;29/05/2007;29/05/2007;Chicago Metro Area, IL;10/06/2007 00.00;2001D
3052;24/05/2007;30/05/2007;Philadelphia Metro Area, PA;10/06/2007 00.00;1107B
3053;24/05/2007;30/05/2007;Philadelphia Metro Area, PA;10/06/2007 00.00;1107B
3054;30/05/2007;30/05/2007;Washington DC Metro Area, DC;10/06/2007 00.00;0301FA
3055;30/05/2007;30/05/2007;Washington DC Metro Area, DC;10/06/2007 00.00;0301FA
3056;30/05/2007;30/05/2007;Washington DC Metro Area, DC;10/06/2007 00.00;0301FA
3057;30/05/2007;30/05/2007;Washington DC Metro Area, DC;10/06/2007 00.00;0301FA
3058;30/05/2007;30/05/2007;Washington DC Metro Area, DC;10/06/2007 00.00;0301FA
3059;30/05/2007;30/05/2007;Washington DC Metro Area, DC;10/06/2007 00.00;0301FA
3060;30/05/2007;30/05/2007;Washington DC Metro Area, DC;10/06/2007 00.00;0301FA
3061;30/05/2007;30/05/2007;Washington DC Metro Area, DC;10/06/2007 00.00;0301FA
3062;30/05/2007;30/05/2007;Washington DC Metro Area, DC;10/06/2007 00.00;0301FA
3063;30/05/2007;30/05/2007;Washington DC Metro Area, DC;10/06/2007 00.00;0301FA
3064;04/06/2007;05/06/2007;Kansas City Metro Area, MO;10/06/2007 00.00;1101DB
3065;05/06/2007;05/06/2007;Kansas City Metro Area, MO;10/06/2007 00.00;0510A
3066;06/06/2007;06/06/2007;Washington DC Metro Area, DC;10/06/2007 00.00;560
3067;26/04/2007;26/04/2007;Richmond, VA;11/06/2007 00.00;0503Z
3068;30/04/2007;02/05/2007;Washington DC Metro Area, DC;11/06/2007 00.00;0201C
3069;30/04/2007;02/05/2007;Washington DC Metro Area, DC;11/06/2007 00.00;0201C
3070;30/04/2007;02/05/2007;Washington DC Metro Area, DC;11/06/2007 00.00;0201C
3071;30/04/2007;02/05/2007;Washington DC Metro Area, DC;11/06/2007 00.00;0201C
3072;03/05/2007;08/05/2007;Woodlawn Area, MD;11/06/2007 00.00;0809A
3073;03/05/2007;08/05/2007;Baltimore Metro Area, MD;11/06/2007 00.00;1176Z
3074;03/05/2007;08/05/2007;Woodlawn Area, MD;11/06/2007 00.00;1176Z
3075;13/06/2007;15/06/2007;Washington DC Metro Area, DC;13/06/2007 00.00;1102F
3076;20/07/2007;15/06/2007;Washington DC Metro Area, DC;13/06/2007 00.00;1102F
3077;20/07/2007;15/06/2007;Washington DC Metro Area, DC;13/06/2007 00.00;1102F
3078;13/06/2007;13/06/2007;Kansas City Metro Area, MO;19/06/2007 00.00;1101AK
3079;25/04/2007;25/04/2007;Boston Metro Area, MA;24/06/2007 00.00;0850A
3080;27/03/2007;09/05/2007;Washington DC Metro Area, DC;24/06/2007 00.00;560
3081;01/05/2007;14/05/2007;Washington DC Metro Area, DC;24/06/2007 00.00;0343C
3082;22/05/2007;22/05/2007;Site to be determined after selection is made., US;24/06/2007 00.00;1170E
3083;23/05/2007;23/05/2007;Washington DC Metro Area, DC;24/06/2007 00.00;2210F
3084;07/05/2007;30/05/2007;Washington DC Metro Area, DC;24/06/2007 00.00;0560A
3085;29/05/2007;30/05/2007;Washington DC Metro Area, DC;24/06/2007 00.00;0560A
3086;31/05/2007;31/05/2007;Kansas City Metro Area, MO;24/06/2007 00.00;2010B
3087;04/06/2007;04/06/2007;Philadelphia Metro Area, PA;24/06/2007 00.00;0201C
3088;04/06/2007;05/06/2007;Washington DC Metro Area, DC;24/06/2007 00.00;0301AK
3089;06/06/2007;06/06/2007;Washington DC Metro Area, DC;24/06/2007 00.00;0260A
3090;08/06/2007;08/06/2007;Chicago Metro Area, IL;24/06/2007 00.00;0301CN
3091;11/06/2007;12/06/2007;Washington DC Metro Area, DC;24/06/2007 00.00;1101Z
3092;11/06/2007;12/06/2007;Washington DC Metro Area, DC;24/06/2007 00.00;1101Z
3093;13/06/2007;13/06/2007;Kansas City Metro Area, MO;24/06/2007 00.00;1101AK
3094;13/06/2007;14/06/2007;Richmond, VA;24/06/2007 00.00;0501J
3095;19/06/2007;19/06/2007;Fort Worth, TX;24/06/2007 00.00;1102G
3096;19/06/2007;19/06/2007;Fort Worth, TX;24/06/2007 00.00;1102G
3097;19/06/2007;19/06/2007;Fort Worth, TX;24/06/2007 00.00;0510A
3098;19/06/2007;19/06/2007;Fort Worth, TX;24/06/2007 00.00;0510A
3099;19/06/2007;19/06/2007;Fort Worth, TX;24/06/2007 00.00;0510A
3100;19/06/2007;19/06/2007;Fort Worth, TX;24/06/2007 00.00;1102G
3101;19/06/2007;19/06/2007;Fort Worth, TX;24/06/2007 00.00;1102G
3102;19/06/2007;19/06/2007;Fort Worth, TX;24/06/2007 00.00;0510A
3103;19/06/2007;19/06/2007;Fort Worth, TX;24/06/2007 00.00;0510A
3104;19/06/2007;19/06/2007;Fort Worth, TX;24/06/2007 00.00;0510A
3105;19/06/2007;19/06/2007;Fort Worth, TX;24/06/2007 00.00;0510A
3106;19/06/2007;19/06/2007;Kansas City Metro Area, MO;24/06/2007 00.00;1176C
3107;19/06/2007;20/06/2007;Washington DC Metro Area, DC;24/06/2007 00.00;0505A
3108;20/06/2007;20/06/2007;Washington DC Metro Area, DC;24/06/2007 00.00;2210F
3109;21/06/2007;21/06/2007;Washington DC Metro Area, DC;24/06/2007 00.00;0301CY
3110;15/02/2007;13/04/2007;Washington DC Metro Area, DC;25/06/2007 00.00;1101E
3111;03/05/2007;04/05/2007;Baltimore Metro Area , MD;25/06/2007 00.00;2210U
3112;11/05/2007;23/05/2007;Arlington, VA;25/06/2007 00.00;0343AA
3113;01/06/2007;01/06/2007;Arlington, VA;25/06/2007 00.00;2210W
3114;01/06/2007;01/06/2007;Arlington, VA;25/06/2007 00.00;2210W
3115;06/06/2007;06/06/2007;Arlington,VA;25/06/2007 00.00;1104A
3116;27/06/2007;27/06/2007;Chicago Metro Area, IL;27/06/2007 00.00;0343EP
3117;12/06/2007;08/06/2007;Washington DC Metro Area, DC;01/07/2007 00.00;0201Y
3118;12/06/2007;08/06/2007;Washington DC Metro Area, DC;01/07/2007 00.00;0201Y
3119;09/05/2007;09/05/2007;Portland, OR;02/07/2007 00.00;1601D
3120;09/05/2007;09/05/2007;Portland, OR;02/07/2007 00.00;1601D
3121;01/05/2007;01/05/2007;Washington DC Metro Area, DC;08/07/2007 00.00;560
3122;02/05/2007;16/05/2007;Dallas, TX;08/07/2007 00.00;0303D
3123;02/05/2007;16/05/2007;El Paso [including Fort Bliss], TX;08/07/2007 00.00;0303D
3124;02/05/2007;16/05/2007;New Orleans Metro Area, LA;08/07/2007 00.00;0303D
3125;08/05/2007;16/05/2007;Dallas, TX;08/07/2007 00.00;0303D
3126;08/05/2007;16/05/2007;El Paso [including Fort Bliss], TX;08/07/2007 00.00;0303D
3127;08/05/2007;16/05/2007;New Orleans Metro Area, LA;08/07/2007 00.00;0303D
3128;04/06/2007;04/06/2007;Fort Worth, TX;08/07/2007 00.00;1102F
3129;08/06/2007;11/06/2007;Anchorage, AK;08/07/2007 00.00;1101B
3130;11/06/2007;11/06/2007;Denver [Includes Lakewood], CO;08/07/2007 00.00;1102F
3131;11/06/2007;11/06/2007;Denver [Includes Lakewood], CO;08/07/2007 00.00;1102F
3132;18/06/2007;18/06/2007;San Joaquin County [includes Stockton & Tracy], CA;08/07/2007 00.00;2003B
3133;19/06/2007;22/06/2007;Fort Worth, TX;08/07/2007 00.00;1102G
3134;22/06/2007;25/06/2007;Washington DC Metro Area, DC;08/07/2007 00.00;1176M
3135;06/04/2007;26/06/2007;Dallas, TX;08/07/2007 00.00;1170A
3136;06/04/2007;26/06/2007;Fort Worth, TX;08/07/2007 00.00;1170A
3137;06/04/2007;26/06/2007;Dallas, TX;08/07/2007 00.00;1170A
3138;06/04/2007;26/06/2007;Fort Worth, TX;08/07/2007 00.00;1170A
3139;26/06/2007;27/06/2007;Washington DC Metro Area, DC;08/07/2007 00.00;1102C
3140;26/06/2007;27/06/2007;Washington DC Metro Area, DC;08/07/2007 00.00;1102C
3141;28/06/2007;28/06/2007;Boston Metro Area, MA;08/07/2007 00.00;1101CN
3142;28/06/2007;28/06/2007;Site to be determined after selection is made., US;08/07/2007 00.00;0343C
3143;28/06/2007;29/06/2007;Washington DC Metro Area, DC;08/07/2007 00.00;0301AT
3144;29/06/2007;29/06/2007;New York City, NY;08/07/2007 00.00;1101BS
3145;29/06/2007;02/07/2007;Kansas City Metro Area, MO;08/07/2007 00.00;2210B
3146;02/07/2007;02/07/2007;Fort Worth, TX;08/07/2007 00.00;1101AU
3147;29/06/2007;03/07/2007;Washington DC Metro Area, DC;08/07/2007 00.00;1101B
3148;29/06/2007;03/07/2007;Washington DC Metro Area, DC;08/07/2007 00.00;1101B
3149;29/06/2007;03/07/2007;Washington DC Metro Area, DC;08/07/2007 00.00;1101B
3150;29/06/2007;03/07/2007;Washington DC Metro Area, DC;08/07/2007 00.00;1101B
3151;29/06/2007;03/07/2007;Washington DC Metro Area, DC;08/07/2007 00.00;1101B
3152;29/06/2007;03/07/2007;Washington DC Metro Area, DC;08/07/2007 00.00;1101B
3153;29/06/2007;03/07/2007;Washington DC Metro Area, DC;08/07/2007 00.00;1101B
3154;29/06/2007;03/07/2007;Washington DC Metro Area, DC;08/07/2007 00.00;1101B
3155;09/03/2007;13/03/2007;Washington DC Metro Area, DC;09/07/2007 00.00;1101E
3156;10/04/2007;11/04/2007;Washington DC Metro Area, DC;09/07/2007 00.00;1101E
3157;10/04/2007;11/04/2007;Washington DC Metro Area, DC;09/07/2007 00.00;1101E
3158;10/04/2007;11/04/2007;Washington DC Metro Area, DC;09/07/2007 00.00;1101E
3159;13/04/2007;11/04/2007;Washington DC Metro Area, DC;09/07/2007 00.00;1101E
3160;13/04/2007;11/04/2007;Washington DC Metro Area, DC;09/07/2007 00.00;1101E
3161;13/04/2007;11/04/2007;Washington DC Metro Area, DC;09/07/2007 00.00;1101E
3162;10/04/2007;23/04/2007;Washington DC Metro Area, DC;09/07/2007 00.00;1101E
3163;13/04/2007;23/04/2007;Washington DC Metro Area, DC;09/07/2007 00.00;1101E
3164;24/04/2007;23/04/2007;New York City, NY;09/07/2007 00.00;0800N
3165;25/04/2007;25/04/2007;Washington DC Metro Area, DC;09/07/2007 00.00;0800C
3166;25/04/2007;25/04/2007;Washington DC Metro Area, DC;09/07/2007 00.00;0800C
3167;25/04/2007;25/04/2007;Washington DC Metro Area, DC;09/07/2007 00.00;0800C
3168;25/04/2007;25/04/2007;Washington DC Metro Area, DC;09/07/2007 00.00;0800C
3169;25/04/2007;25/04/2007;Washington DC Metro Area, DC;09/07/2007 00.00;0800C
3170;25/04/2007;25/04/2007;Washington DC Metro Area, DC;09/07/2007 00.00;0800C
3171;24/04/2007;01/05/2007;Boston Metro Area, MA;09/07/2007 00.00;1102F
3172;24/04/2007;01/05/2007;Boston Metro Area, MA;09/07/2007 00.00;1102F
3173;14/05/2007;16/05/2007;Washington DC Metro Area, DC;09/07/2007 00.00;343
3174;17/05/2007;17/05/2007;New York City, NY;09/07/2007 00.00;0301FF
3175;17/05/2007;17/05/2007;New York City, NY;09/07/2007 00.00;0301FF
3176;21/05/2007;21/05/2007;Boston Metro Area, MA;09/07/2007 00.00;1170B
3177;21/05/2007;21/05/2007;Boston Metro Area, MA;09/07/2007 00.00;1170B
3178;29/05/2007;30/05/2007;Philadelphia Metro Area, PA;09/07/2007 00.00;2210U
3179;05/06/2007;06/06/2007;Baltimore Metro Area;09/07/2007 00.00;1105B
3180;05/06/2007;06/06/2007;Baltimore Metro Area;09/07/2007 00.00;1105B
3181;07/06/2007;07/06/2007;Denver [Includes Lakewood], CO;09/07/2007 00.00;1101CT
3182;07/06/2007;08/06/2007;Denver [Includes Lakewood], CO;09/07/2007 00.00;0201AB
3183;07/06/2007;08/06/2007;Denver [Includes Lakewood], CO;09/07/2007 00.00;0201AB
3184;18/05/2007;21/05/2007;Kansas City Metro Area, MO;11/07/2007 00.00;2005B
